user_id,screen_name,followers_count,friends_count,listed_count,favourites_count,tweet_num,protected,verfied,label
2198516225,_Banzi_,27,199,0,601,122,0,0,1
1504258025804210176,DelorbeTori,81,2771,0,0,6,0,0,1
1581474148571877377,omkarVyawahare2,0,56,0,24,0,0,0,1
2967681610,L1BERTE_S,50,68,1,8735,2238,0,0,1
1400890434,mistamomo_,356,1104,19,18347,20160,0,0,1
1551514349667160064,Digi_dynamo,62,340,1,88,184,0,0,1
2545252076,Wordsnail,168,334,0,57312,12814,0,0,1
1554778352409399296,Jameer22115658,5,23,0,3,0,0,0,1
67678107,albanisaL,1973,2152,68,142,24432,0,0,1
947658475940864000,sky_walker877,60,2553,4,24369,2066,0,0,1
1032210307026960384,BabalauKhalid,1648,4627,1,5893,1788,0,0,1
1450157674532835341,VIRTUALREALITYA,81,1530,0,467,704,0,0,1
1341461095211528200,NotVeryPastoral,2022,4707,1,41,161,0,0,1
2724599329,magicomundo21,34320,10975,35,426,3163,0,0,1
3224985030,kapilarora1985,61,127,0,0,0,0,0,1
1386257010841333760,Neeraj92503620,4,134,0,738,49,0,0,1
1484188313753845763,OletRonald93,13,131,0,5,1,0,0,1
1545598425214947329,absolutelynot76,2,67,0,196,3,0,0,1
1293161350386954245,Avrnzz,0,1637,0,116,0,1,0,1
147711709,krsp70,1075,3872,22,6316,20138,0,0,1
772176898386427909,KupresakDanel,6,97,0,4,0,0,0,1
205071077,dillipc2,17,89,0,3,3,0,0,1
1277932250970181632,CultofLee,46,480,0,59,307,0,0,1
163545765,popstar_100,75,398,1,2734,5245,0,0,1
1565409978709676033,GodwinKaturebe,44,220,0,317,18,0,0,1
3069027641,lourdescueva96,50,277,1,416,507,0,0,1
1558649864816566273,yadav_nirahu,30,66,0,9,6,0,0,1
1560557379766435841,ApostleOtare,39,178,0,31,14,0,0,1
1558185456264773635,ShahdMosaad10,0,147,0,0,1,0,0,1
1299948077193793536,misfit_868,89,4041,0,9878,2288,1,0,1
455858575,pehnaz,2143,602,2,1,115,0,0,1
1569735406463365120,one_folo,64,391,0,1,22,0,0,1
3551773941,felixfamily671,43,306,1,11,8,0,0,1
2900086282,fox2817,22,104,1,13,20,0,0,1
1581358747699617792,Thatguy056091,7,112,0,4,2,0,0,1
2436742271,hornbuckle_c,3,4336,0,509,126,1,0,1
2466451334,animezdeka99,5,94,0,2,4,0,0,1
3034398989,seydousoro01,12,202,0,5,9,0,0,1
1566208841192185857,MinnickDylan,2,59,1,0,0,0,0,1
1550860629485195265,leonardaang,66,2884,1,333,67,0,0,1
2882274964,Jes_Mic,28,95,0,1,3,0,0,1
830412344727629825,StarWarsGaz,191,2150,1,2158,389,0,0,1
2342254872,JrMintNite,827,1248,0,16657,5751,0,0,1
1510943081620819977,Sofialovecat,602,698,0,113,93,0,0,1
1548852689148280838,kate05988698,18,119,0,0,2,0,0,1
1324819710798684160,BrkyLudoz,1603,5005,1,1830,733,0,0,1
1548942309940658177,FakoredeOyesiku,11,52,0,0,5,0,0,1
2248666371,emma58744134,20,439,0,2918,3,0,0,1
1574477224375422976,Jennife06477297,63,381,0,10,9,0,0,1
1537634023178002432,spuncandyco,33,272,0,18,22,0,0,1
870211955004289024,liwen43341101,0,137,0,18,0,1,0,1
1154730168113598464,Marek35281146,0,37,0,254,44,0,0,1
707303502419091456,jtang2000,9,596,3,1670,1,0,0,1
390940660,selin_johan,34,888,0,2923,359,0,0,1
857737102955393024,springmitang,35,215,1,467,1292,0,0,1
838282882783203328,OiAJ3ggjqRiowXb,14,4994,0,12819,84,1,0,1
2738316472,mika_mig,25,439,0,3,1,1,0,1
916979550701076480,KnollHelmut,0,52,0,6,24,1,0,1
14657348,tedtruth,13,321,0,72,239,0,0,1
797435517281378304,VJass2,0,3515,0,439,2,1,0,1
1298591298258194433,DawidRan,25,434,8,10920,184,0,0,1
1576433798924886017,khaledxrma,10,870,0,92,10,0,0,1
1527166147665178626,CarmelaMatia,20,297,0,102,12,0,0,1
862354501021220865,ANilsilp,40,2137,0,65,59,0,0,1
786958334461181952,RaminFarahani89,9,41,0,149,4,0,0,1
976824265,ry_haze,11,139,0,59,911,0,0,1
1385969249227845635,MalcolmMcClusk1,112,1436,0,1023,3067,1,0,1
705194337508806657,kimj247,388,3020,5,13415,7020,0,0,1
1435657481850589199,NebojsaOndrej,2,99,0,45,37,0,0,1
934337778,tz_yf,0,426,0,14426,6472,1,0,1
1356971598008483840,rave_eva,3,70,2,8,0,0,0,1
845932401956139009,ZastrowDavid,29,166,0,103,59,0,0,1
714574181048971264,JuniorAinamani,77,222,0,848,1486,0,0,1
1183243894202359808,MGJZJN,964,874,1,8881,5051,0,0,1
810639932,WILLMICHEALLEE,2,84,0,40,31,0,0,1
1403892085879492611,zhaoliangmin,134,3561,0,621,547,1,0,1
1494294072584019971,hoozer212,74,1081,1,4305,708,0,0,1
1337794348566650881,KristapsG2,2,226,0,32,3,0,0,1
1511880779592347650,am_galadriel,279,1363,0,5325,1353,0,0,1
2464786670,SBG1997,77,3028,6,7925,136,0,0,1
1528070270665342977,Liberrrterr,0,97,0,368,2,1,0,1
1058682978111447040,dellsee_free,0,165,0,267,203,1,0,1
1362839014668034054,Tahir25894387,26,380,0,24019,372,0,0,1
1290407578451816450,AeminiumCivitas,31,284,5,194,533,0,0,1
811524879707033600,GuanYong7047,8,151,0,13,25,0,0,1
1193741610992816128,Yyyyyyyyyyyyus,18,248,0,1365,603,0,0,1
1580664265744293888,EmilL1VXETARD,39,158,0,192,259,0,0,1
1497851551242723330,Wilco18615679,5,290,0,28,0,0,0,1
1367234499722022919,Goymopoulos,250,745,1,2793,1372,0,0,1
1403343918889156610,mahsimaham,1424,1177,0,9704,4651,0,0,1
919736700095614978,FSocietyH33,17,130,0,4526,726,0,0,1
1410182290693496834,IngeniousMe005,72,3115,0,2284,863,0,0,1
1266371356318298114,pan_franky,10,171,0,1029,265,0,0,1
1495499302319312900,Kiki33365317079,5,202,0,61,0,0,0,1
1502073857544359936,Freedom_Yeti,1117,2598,2,39997,16166,0,0,1
1015705441739796480,Tysquall1,0,70,0,11,0,0,0,1
24937000,mariits,60,233,3,1643,2747,1,0,1
1572132624071806983,20220608dhc,15,123,0,3,10,0,0,1
194191286,REINBOOMA,339,381,3,2322,796,0,0,1
1471175395,CharityW4CTI,4292,4103,71,27113,8377,0,0,1
2989157745,FodayFt,14,95,0,11,17,0,0,1
2928525726,khubaib_damas,114,743,0,197,785,0,0,1
1575308292783472640,unixsh_it,17,214,0,525,379,0,0,1
846765881820524544,ForceofLight_,271,475,2,7409,1584,0,0,1
1574826019223212042,hamiskimalio,2,100,0,0,0,0,0,1
1394750448033308676,FilantropDialog,0,169,0,941,102,1,0,1
2901713703,Travis___M,5,214,0,12,0,1,0,1
382452715,DanlAMayer,1071,861,48,3630,4224,0,0,1
1570456567438544896,KasiRed67259882,5,18,0,18,0,0,0,1
373611726,JoeBourke81,70,348,1,2016,1385,0,0,1
1889813401,jakrainer,16,534,0,40,8,0,0,1
1574085695039311873,ArnoldMunene6,1,62,0,1,0,0,0,1
1573040536994316289,KissekaEdward,245,1578,0,11,19,0,0,1
25373530,sandramuir,563,465,24,1822,2327,0,0,1
1329130244402507776,entrepreniggaa,237,292,5,4541,4664,0,0,1
1196705175815127041,claireq45748906,53,662,1,548,697,0,0,1
1580791283005521920,Himanshi2807,0,27,0,1,0,0,0,1
2431374065,danio_banjo,496,403,1,78296,1648,0,0,1
1575164932160733190,hacker37450853,19,79,0,22,55,0,0,1
48125941,AbiGonzalezH,291,1681,3,40437,24783,0,0,1
1271885726922289152,CeciliasCicci,143,4656,0,17,74,1,0,1
2994427926,nurinaira_,37,485,0,1785,1833,1,0,1
1514207493651677184,Idrisijaola1,33,311,0,111,116,0,0,1
1566208165041119233,Ayomikun_10,6,150,0,16,13,0,0,1
1574354735364472832,Mr_Mitty721,0,3,0,0,29,0,0,1
2971168081,mcvend01,5,206,0,1687,252,1,0,1
1394126137245143040,Mo02511108,17,292,0,7,7,0,0,1
1578705168094617600,ivamanovrek,0,8,0,0,0,0,0,1
79840681,candicejsutton,90,87,5,26,0,1,0,1
812443128368164864,ippsec,89972,302,617,1092,3805,0,0,1
1567422110787682304,Muhamma14164027,67,725,0,318,5,0,0,1
1112406605075746816,c4pt_mqs,9,852,0,0,0,0,0,1
1561811600335683584,uae_wings,1,66,0,22,0,0,0,1
1486906668084563971,s15_hamid,575,1860,0,181,145,0,0,1
1575219505978015756,misha_shahzaib,3,81,0,2,0,0,0,1
1540587687706509312,KhalidM01921205,638,1409,0,257,291,0,0,1
27253030,vannoord,56,313,5,48,143,0,0,1
1517790711214927874,Ali03638899,172,1128,1,4836,244,0,0,1
1576325328422588417,hat3_andr3,2,99,0,29,4,0,0,1
367613615,SamyGhannad,54,350,0,875,19,0,0,1
190637781,Carpanfan96,142,1044,0,5083,2730,0,0,1
1136754650177245185,pozitivetech,127,1163,2,19,371,0,0,1
27814221,JayeHoke,437,3415,6,3322,17602,0,0,1
1542176161370963968,kienzler_dennis,2,12,0,0,0,0,0,1
1576133171388813312,sravanspoiler11,0,32,0,3,0,0,0,1
1577561100945862656,punitiwa,3,49,0,0,3,0,0,1
1573643888115556352,Zainab7364,0,34,0,3,2,0,0,1
1452502661605908480,KhushiM36332445,7,120,0,66,23,0,0,1
2729534974,locker1776,168,754,5,2401,952,0,0,1
1511015953466863617,SetJetTech,5,100,0,242,88,0,0,1
1294767445199204362,PerceptivePlum,28,192,0,3961,1821,0,0,1
881175986976567296,valuenisse,4,102,0,175,3,0,0,1
1475484451618824192,austin_tseng,0,4,0,2,2,0,0,1
1154876298050887680,LisaLiu94897370,147,4737,0,3464,0,1,0,1
3472841476,vt9dt,3,204,0,6,2,1,0,1
939390763,huevonesoleones,1,39,0,10,59,0,0,1
169239126,nsamteladze,22,148,0,3,0,0,0,1
1544095202784296960,Burninrise,2,25,0,18,2,0,0,1
421364412,AKennyFitness,886,690,10,1761,1243,0,0,1
1358424335896182789,SendCoffee3,34,446,0,4846,1386,0,0,1
478024787,chassinou,157,648,2,26197,4881,0,0,1
2269210590,r_memel,18,121,0,5268,1734,0,0,1
1440003849629028352,hayimright,30,217,0,56,0,0,0,1
3071984672,canerakkoc,139,847,0,4330,3140,0,0,1
1579608052092870657,fuck_ruzkies,0,55,0,91,89,0,0,1
1007658409,perropote,4,107,0,9,2109,0,0,1
1075103735754432512,HoopesAdam,3,167,0,2,4,0,0,1
853933979044528128,zuoguanyunqi,348,245,2,3541,2520,0,0,1
1501356704532893696,Vargr75942780,1,19,0,23,4,1,0,1
1576479083176857603,Mial_Nic,27,866,0,3072,60,0,0,1
1564909819622035457,bh1886,1,186,0,113,4,0,0,1
2615618696,Yuriy_Stilson,1069,1417,13,42223,86133,0,0,1
1022256720184270853,Romxiin,18,417,0,1667,267,0,0,1
29788083,cdweaver,5838,461,243,8,1583,0,1,1
2947584822,anal90heaven,507,4546,3,18702,14823,1,0,1
1256277758453231621,M71996232,6,63,0,10643,2171,0,0,1
4812883108,tryba_hatal,256,459,0,17501,14877,0,0,1
729144723374411776,sajochiu,0,150,0,774,2,1,0,1
1441372969704439809,Grzegor25193741,3,137,0,120,80,0,0,1
1500523069982576643,kwon_jasonb,0,23,0,1,0,0,0,1
2304931290,bo__master,39,470,1,875,215,0,0,1
1384493552,gbuyukkale,85,1571,5,29,2162,0,0,1
996103703701671938,pwlsjk,30,1119,0,3750,974,0,0,1
1546391755918016512,FNewschan,0,91,0,2554,0,1,0,1
1269572899469512705,TheFamilyMan199,1703,177,1,23422,40415,0,0,1
723635598888710149,aleksnovak007,293,1060,3,27804,5123,0,0,1
1497278773636612101,PeterMa70615827,0,17,1,7,0,0,0,1
107106064,Matt_Shapiro,412,2495,10,598,2537,0,0,1
1425811924629942275,Patt_88,4,201,0,1750,71,0,0,1
1499987218810785793,GEO6060,4,26,0,24233,257,0,0,1
1496804906669379584,TM49158183,8,92,0,5875,232,0,0,1
767466435874545664,gdeorbe,51,169,0,4835,219,0,0,1
1425841550097932298,QPRMRtns5LvqYIY,19,69,0,2162,19,0,0,1
1498139089006071813,tvb2618,0,5,0,18,0,0,0,1
344858630,Yoe8999,71,329,0,6,2123,0,0,1
228876012,K4k4du,124,579,1,5109,353,0,0,1
1577657526467891200,minuitange,0,22,0,76,28,0,0,1
28619802,raygromer,32,246,0,3450,31,0,0,1
1230618866142851074,Aruba20201,88,16,0,107,16,0,0,1
1499772376199753731,NhtTun43788597,21,361,0,3,4,0,0,1
2876544315,arffmeddic,1220,2201,6,238,558,0,0,1
1611428196,makajara4,10,235,0,81,62,0,0,1
962454556440489985,PaniJoannaS,31,425,0,572,174,0,0,1
1582977936830787584,ase88974,1,39,0,1,6,0,0,1
1518943687819993088,peachamook,0,25,0,16,2,0,0,1
1498477564641296385,minagelina1,32,91,0,4055,1655,0,0,1
1573204233930870785,TamatoaTefaaroa,5,201,0,132,111,0,0,1
729398348,AngryMomUSA,3257,3371,15,113842,22774,0,0,1
1579900224973045763,SomeChicSarah,1,62,0,25,20,1,0,1
388410575,linda_lohse,629,2461,1,178286,67537,0,0,1
1519323305278427143,MalouinSteve,687,3134,0,2285,2286,0,0,1
1478577845081460740,STL_CryptoChris,732,2922,10,12062,3861,0,0,1
2892910672,stugot2,82,763,5,70475,6822,0,0,1
1348116575518396417,joy80178062,2970,4979,2,22368,22114,0,0,1
1519081285377003521,AndrewDabalNJ,6,139,0,1048,3,0,0,1
1345434550193717250,NotDanSnyder1,2955,3521,4,134881,87996,0,0,1
2823203838,Impacist735,99,502,2,4919,2856,0,0,1
1486245081732550659,MrThameson,3,130,0,31,14,0,0,1
1510343444987789318,Obiwonkanobi123,0,1942,0,8982,0,1,0,1
1144134744738676736,scott56920844,76,282,0,749,1278,0,0,1
837989619308253184,KyleLionheart1,291,871,3,4150,3895,0,0,1
1527028315621576707,DollyD2022,6384,3788,3,34744,41760,0,0,1
1545267872489828352,olitweetr,58,588,0,9510,406,0,0,1
23399173,fortytipper,46,154,1,765,1974,0,0,1
1480027708805423105,Farahback1,1993,2605,0,2430,6030,0,0,1
2202496006,seanlamb492,67,600,3,4605,2974,0,0,1
1384332884144574471,JesseBo64094531,14,934,0,5605,2282,1,0,1
257882833,taxwithbrad,2135,4922,0,4377,13108,0,0,1
1473453802921422848,frizenio,1,89,0,22,88,0,0,1
896087915285147648,RushistheGOAT,98,887,0,22256,10083,0,0,1
257309799,IAMLEGEND1204,617,1870,0,973,1302,0,0,1
1427413876870631424,usa_hanan,65,158,0,2835,1271,0,0,1
1419497873503264778,IMhO___w___Lv,4,280,0,2695,979,0,0,1
1564565230016929793,Jimyjames1776,46,642,0,438,1022,0,0,1
1278377319439179776,SleepyJenkins,83,360,0,190,1489,0,0,1
4085164222,romans_8_1,1696,4540,0,18342,33250,0,0,1
1564053381286662146,guest_america,41,658,0,300,249,0,0,1
2296658099,0timeforit,114,1712,0,5834,3034,0,0,1
1442876122119565315,Roland62962414,35,477,0,909,70,0,0,1
2157600427,k_kn30,1,625,0,57,6,1,0,1
1457159225046716426,2westbergs,25,491,0,4729,0,0,0,1
1576101991318663168,JedZSavage,462,159,0,291,79,0,0,1
1519502969485418496,Tifaliciious,75,422,0,941,619,0,0,1
1573850800312516612,SparklingWhit12,26,183,0,811,615,0,0,1
32292423,beachmamax2,1329,1351,22,31530,36519,0,0,1
1051523421488771074,AppeaseEasy,0,329,0,62,0,1,0,1
1288632002728665093,ArtofAstora,69,561,3,2047,96,0,0,1
47187389,KGEMER,177,1603,2,52768,4451,0,0,1
1422339522235445257,rjs631,1228,2836,3,4381,4352,0,0,1
4511525566,blhfam,0,108,0,1,0,0,0,1
925571688800051200,Jacobagri,74,198,0,441,2,0,0,1
1559192624229122050,Jonathan_Flows5,31,413,0,99,5,0,0,1
344063606,lunarsauk,203,620,3,10234,13347,0,0,1
1138790652349693952,TruthNotLies7,34,168,0,2824,1350,0,0,1
2411694472,WenzelDr,0,15,0,1,1,0,0,1
3437893750,fjp17209,155,609,0,72668,3857,0,0,1
1522383846,speedynjca,1,94,0,187,10,0,0,1
1565727581420376065,StephanieStav74,7,142,0,91,6,0,0,1
64911250,Makes3,46,432,0,33521,5,0,0,1
1513163590886383618,HunterH63348224,0,16,0,4,5,0,0,1
822513581216370689,Murph3244,2166,3844,3,35590,1707,0,0,1
216782048,chuckdemko,575,887,4,74182,2352,0,0,1
1876914812,CarlVanNus,6,85,0,134,16,0,0,1
1568291825743536131,thecynicalbrit,55,352,0,4202,1939,0,0,1
21023495,chris_newport,10,69,0,1,2,0,0,1
4037168892,ColinPo51124299,3,75,0,2,2,0,0,1
2669153169,cstorchia,10,177,1,2034,7,0,0,1
1519752424579379202,rwinkRN70,68,774,0,10,0,0,0,1
45823840,louise1365,18,261,0,3902,2520,0,0,1
1518838114713755649,TomTo66829082,467,544,0,4961,5404,0,0,1
56494510,Phill9497,0,186,0,10,0,1,0,1
1463489256735662094,Lindsey60232313,0,1,0,0,0,0,0,1
758869423788732416,stewit10,4,68,0,12,15,0,0,1
752555380325113856,KJAnton1976,2566,3229,4,10846,81238,0,0,1
1495604770698104836,azarias_del,4,275,0,0,0,0,0,1
1415436928774774788,Wendy85804444,5,125,0,28,1,0,0,1
408059455,Gator1464,1374,2471,26,63649,63512,0,0,1
1059360080,1984Trumanshow,36,394,1,2208,2025,0,0,1
1050531767814381568,theTruth_alone,601,642,2,57111,21835,0,0,1
964710930146844674,JJans2829,2,136,0,608,3,0,0,1
25434828,johnhmartineau,77,199,4,13,166,1,0,1
1174378302833922049,catrassler,416,1285,0,8253,210,0,0,1
914936987177541632,red8sox76,31,487,0,9383,138,0,0,1
1278042381053562882,attig_chadd,123,1290,0,502,89,0,0,1
1518648017343201283,Molld89,1,78,0,968,13,1,0,1
1479766805182697475,TUGGSPE80289493,421,2118,35,1180,1362,0,0,1
1519734569867649025,LepereLeisure,8,46,0,188,201,0,0,1
47810804,MU72,7,73,1,2299,33,0,0,1
1062921526146748417,RSkeletor,40,146,0,493,3025,0,0,1
1432725956775514113,1968_maddog,29,368,0,220,123,0,0,1
1454063366209740800,AskAndyCampbell,10,35,0,176,295,0,0,1
1510246092918599684,BonzaiZ2,4,174,0,40,0,0,0,1
1319390242487496709,BenLoewen11,909,3433,0,1057,854,0,0,1
1434994084163248136,MBlank87338230,3,164,0,194,90,0,0,1
1580630570102534144,JosephD45016357,23,193,0,136,86,0,0,1
1445474348173643784,PeteRusso7,11,140,0,15,0,0,0,1
1507473573052665864,JarrettSongstad,3,228,0,65,9,0,0,1
1325061223642247168,DrCarolStuart,24,101,0,7523,50,0,0,1
822966593428672513,WallmanNeil,3,79,0,22,4,0,0,1
2792946285,smithka430,1176,1599,1,244976,127829,0,0,1
438517507,TTino74,1908,2414,27,49845,53801,0,0,1
34306845,Zeesman,682,2526,4,797,1594,0,0,1
1461390034226008070,Barbara85714271,3,59,0,1,0,0,0,1
1581285750393520128,SarahWilliammm,69,371,0,1,5,0,0,1
38254304,rickspies,1156,3790,38,41524,19728,0,0,1
1098799130,monksdesigns,129,314,1,4747,161,0,0,1
1512371325226037262,reddic_michelle,2,134,0,1123,592,0,0,1
382145410,mhalps63,45,362,2,12795,1221,0,0,1
1398562998,deemarci1227,242,655,0,48735,3358,0,0,1
14443328,jackiebels,138,322,3,14083,1666,0,0,1
451636645,HossJD,468,760,0,50519,1523,0,0,1
1500273652356505603,4124122N2102651,17,475,0,2490,20,0,0,1
322385505,usmpcpt,62,760,2,7672,948,0,0,1
1579796129947992066,Bernade56365676,12,83,0,443,686,0,0,1
394567068,clbarne,2,983,0,107,7,1,0,1
29138156,The_Tucson_Kid,6,271,0,107,21,1,0,1
1141445244,MarkKopelman,34,117,0,11799,3846,0,0,1
466132738,cgkelly14,167,1675,2,4612,4682,0,0,1
737634944,Jenibug2,4,54,0,158,28,0,0,1
1215945157,river0013,44,328,1,35918,444,0,0,1
1499480451097903112,RealTimSewell,494,448,1,3210,5201,0,0,1
1575236056613589015,Augusto22964502,226,5001,0,439,18,0,0,1
1309483738779193344,aminultech24,3,169,1,1,5,0,0,1
1581967289364127745,lindami08048545,36,1130,0,1,0,0,0,1
18744083,zisforzeppelin,658,839,13,15709,14256,1,0,1
1527777455112540161,caseystsupery,13,178,0,6189,40,0,0,1
1583237802656993280,BookDOTM,2,53,0,53,0,0,0,1
2411241364,Bjorn_Anders1,320,857,0,680,684,0,0,1
1086303858853376000,jaymeswoulds,0,281,0,239,1787,0,0,1
2536268068,D2BtheTeach,39,71,0,1976,5208,0,0,1
50026377,BigDaddyCostco,642,1696,17,25654,61,1,0,1
552295230,JackalPc,130,714,0,35640,9644,0,0,1
1483473505463062528,312310SRFC,0,53,0,13,0,0,0,1
1516775912,gabydiaz2323,67,538,0,6797,517,1,0,1
1855587277,TimRiedel1,36,210,0,232,13,0,0,1
1155522524886765570,dt200459,8,440,0,5462,1844,0,0,1
831277785960181764,Rdl8192Boyz,134,281,0,17103,5677,0,0,1
773941669,castillom74,22,62,0,3104,167,0,0,1
1143043523718987778,BrianKirt,136,1268,0,4750,3279,0,0,1
3382362215,gina_roemer,854,1196,1,267686,85478,0,0,1
70553480,po_not_your_own,33,913,0,3726,1126,0,0,1
1289540707028545536,Renata28201439,58,521,0,19279,2310,0,0,1
1314663782396956673,Martyritesnovel,201,122,0,36621,2461,0,0,1
19014251,cherefor,57,461,0,6681,29,0,0,1
1426243023147442176,VarneyDayanna,18,219,0,9083,66,0,0,1
1223635234438119424,Derrick91083075,197,1580,0,5613,358,0,0,1
965872581516541959,Millie88333066,38,648,0,50,121,0,0,1
1445100248649682950,Dago_mon,33,279,0,2378,1189,0,0,1
1587404162,jucilei59610757,199,1040,0,2443,15,0,0,1
